rs_school_emis_code,sc_total_exp_current_year,sc_balance,total_funds_available
31130224,70000,75819,145819
31130225,0,980104,980104
31130228,100000,865792,965792
31130229,50000,116873,166873
31130230,34000,512179,546179
31130231,75000,454518,529518
31130232,70,995587,995657
31130234,35,877609,877644
31130235,0,150153,150153
31130236,40000,1069039,1109039
31130237,30000,503216,533216
31130239,17321,947850,965171
31130240,75000,74906,149906
31130241,154000,860089,1014089
31130242,74035,115285,189320
31130243,50000,54198,104198
31130244,40000,123553,163553
31130245,30000,161186,191186
31130246,134000,411499,545499
31130247,65000,50264,115264
31130248,0,1029920,1029920
31130249,83000,50364,133364
31130250,125000,16594,141594
31130251,34035,64140,98175
31130252,65460,591,66051
31130253,60070,43756,103826
31130254,30000,52484,82484
31130255,45000,40715,85715
31130256,25000,98032,123032
31130257,98000,162488,260488
31130258,0,98875,98875
31130259,90105,94229,184334
31130260,30000,1147200,1177200
31130262,0,85293,85293
31130263,157000,211589,368589
31130264,75035,70867,145902
31130265,40000,107547,147547
31130266,0,86793,86793
31130267,26000,289,26289
31130268,0,204791,204791
31130270,0,0,0
31130271,120035,876612,996647
31130272,41000,80569,121569
31130273,47000,114824,161824
31130274,85000,923617,1008617
31130275,70000,111727,181727
31130276,75000,102136,177136
31130277,100000,88897,188897
31130278,0,21146,21146
31130279,50000,658799,708799
31130280,25000,554361,579361
31130281,114000,60419,174419
31130283,0,160638,160638
31130284,0,386661,386661
31130286,0,117719,117719
31130287,60000,112809,172809
31130288,0,694899,694899
31130289,0,275674,275674
31130290,45000,716190,761190
31130291,100000,258285,358285
31130292,0,153124,153124
31130293,20000,602724,622724
31130294,50000,83455,133455
31130295,25000,156543,181543
31130296,0,126256,126256
31130297,77900,38863,116763
31130298,0,59963,59963
31130299,40000,73746,113746
31130300,25000,116207,141207
31130301,0,72470,72470
31130302,60035,68427,128462
31130303,15000,78503,93503
31130305,0,222222,222222
31130306,35000,112182,147182
31130308,100000,96671,196671
31130310,0,259269,259269
31130311,0,92105,92105
31130313,50274,1007222,1057496
31130314,30548,46126,76674
31130316,0,122959,122959
31130317,71700,513394,585094
31130318,0,137651,137651
31130319,0,129012,129012
31130320,0,157694,157694
31130321,50000,207230,257230
31130322,40274,246939,287213
31130323,35,109193,109228
31130324,50000,159241,209241
31130325,110000,64167,174167
31130326,50000,174369,224369
31130328,30000,987377,1017377
31130329,0,365965,365965
31130330,160000,72162,232162
31130332,0,303202,303202
31130333,50000,689280,739280
31130336,20000,108878,128878
31130337,89940,0,89940
31130338,35,265339,265374
31130340,114000,289,114289
31130341,0,182192,182192
31130342,0,1097152,1097152
31130343,50000,9317,59317
31130344,0,414146,414146
31130345,7500,573219,580719
31130346,0,1087167,1087167
31130347,50000,603928,653928
31130348,0,0,0
31130350,0,203831,203831
31130351,45000,200588,245588
31130352,46000,123573,169573
31130353,48000,12777,60777
31130354,40000,64335,104335
31130356,85017,52995,138012
31130357,100000,25209,125209
31130360,50000,548083,598083
31130361,70035,59439,129474
31130362,0,53547,53547
31130363,0,260199,260199
31130364,190647,74179,264826
31130365,0,519168,519168
31130366,50000,53278,103278
31130367,50000,528820,578820
31130369,70000,35929,105929
31130370,0,114831,114831
31130372,110000,62261,172261
31130373,60000,79138,139138
31130374,146513,188458,334971
31130375,70000,105978,175978
31130376,0,41723,41723
31130377,30000,33924,63924
31130378,50000,37802,87802
31130379,37000,81246,118246
31130380,0,80978,80978
31130381,43000,75592,118592
31130382,25000,117856,142856
31130383,45000,24904,69904
31130384,50000,37898,87898
31130385,90000,85558,175558
31130386,0,214402,214402
31130387,100000,26475,126475
31130389,38633,98312,136945
31130390,40094,629,40723
31130391,0,188139,188139
31130392,0,130668,130668
31130393,50000,66693,116693
31130394,0,168972,168972
31130395,50000,110623,160623
31130396,35200,31203,66403
31130397,50000,147468,197468
31130398,70000,36307,106307
31130399,70000,119267,189267
31130400,0,147759,147759
31130401,110000,73728,183728
31130402,0,152975,152975
31130403,0,130553,130553
31130404,0,0,0
31130405,0,0,0
31130406,0,0,0
31130407,0,0,0
31130408,0,0,0
31130410,0,0,0
31130411,0,0,0
31130412,0,0,0
31130413,0,0,0
31130414,0,0,0
31130416,0,0,0
31130417,0,0,0
31130418,0,0,0
31130419,0,144221,144221
31130420,0,4284,4284
31130422,195500,68499,263999
31130425,0,0,0
31130426,0,0,0
31130427,0,0,0
31130428,0,0,0
31130429,115500,489,115989
31130431,0,0,0
31130432,0,0,0
31130433,0,0,0
31130434,0,0,0
31130436,0,0,0
31130437,0,22858,22858
31130439,0,0,0
31130443,0,0,0
31130444,0,0,0
31130446,0,0,0
31130448,15000,1708,16708
31130449,25000,912670,937670
31130450,0,0,0
31130451,45000,438917,483917
31130452,100035,414712,514747
31130453,50500,27507,78007
31130455,0,0,0
31130456,0,0,0
31130457,0,1000,1000
31130458,0,0,0
31130459,0,0,0
31130460,0,0,0
31130462,0,0,0
31130463,0,0,0
31130464,0,0,0
31130465,0,0,0
31130467,0,0,0
31130468,65000,939879,1004879
31130471,0,0,0
31130472,50000,83510,133510
31130475,0,0,0
31130476,0,0,0
31130477,0,0,0
31130478,0,0,0
31130479,0,0,0
31130480,0,0,0
31130481,0,0,0
31130483,0,0,0
31130484,0,0,0
31130485,0,0,0
31130488,0,0,0
31130489,0,0,0
31130493,0,224191,224191
31130494,144500,74167,218667
31130501,40000,247111,287111
31140001,400000,1591467,1991467
31140002,23525,1437075,1460600
31140003,672066,1260298,1932364
31140004,139063,2327966,2467029
31140005,106114,1217313,1323427
31140006,403506,861610,1265116
31140007,99898,901917,1001815
31140008,35000,794217,829217
31140009,286625,911143,1197768
31140010,203075,903960,1107035
31140011,135577,8064,143641
31140012,246631,1264608,1511239
31140013,149990,68525,218515
31140014,173176,2462497,2635673
31140015,998743,0,998743
31140016,86408,1242452,1328860
31140017,165287,922846,1088133
31140018,64681,1396688,1461369
31140019,0,1164091,1164091
31140020,146996,72212,219208
31140021,87825,913618,1001443
31140022,0,1859774,1859774
31140023,426098,2047059,2473157
31140025,0,0,0
31140026,183000,981112,1164112
31140027,0,1058465,1058465
31140028,149144,1150267,1299411
31140029,313583,1189416,1502999
31140030,0,0,0
31140031,184410,1013726,1198136
31140032,92663,925049,1017712
31140033,0,0,0
31140034,20000,1360348,1380348
31140035,149498,1040730,1190228
31140036,73671,1257965,1331636
31140037,215932,1077510,1293442
31140038,35,542899,542934
31140039,418395,1112382,1530777
31140040,190630,430,191060
31140041,35,396356,396391
31140042,49575,899905,949480
31140043,49500,133145,182645
31140044,35,1058217,1058252
31140045,12035,52493,64528
31140046,90161,958541,1048702
31140047,40535,186385,226920
31140048,0,253392,253392
31140049,88000,47891,135891
31140050,75035,200867,275902
31140051,48035,199631,247666
31140052,0,690064,690064
31140053,35,86712,86747
31140054,91634,143522,235156
31140055,32390,9700,42090
31140056,70490,117303,187793
31140057,0,160107,160107
31140058,50035,69179,119214
31140059,0,0,0
31140060,0,145759,145759
31140061,48500,156168,204668
31140062,107124,121557,228681
31140063,46867,1374294,1421161
31140064,40000,360550,400550
31140065,100273,280249,380522
31140066,20105,269528,289633
31140067,120000,158771,278771
31140068,25000,331649,356649
31140069,99360,300599,399959
31140070,122000,230513,352513
31140071,60000,353487,413487
31140072,24500,706484,730984
31140073,117035,217761,334796
31140075,0,287422,287422
31140076,0,1075706,1075706
31140077,100000,1111455,1211455
31140078,50000,234880,284880
31140079,0,324061,324061
31140080,0,545597,545597
31140081,108611,917967,1026578
31140082,0,298105,298105
31140083,74008,140491,214499
31140084,0,445330,445330
31140085,55000,204597,259597
31140086,223626,1339977,1563603
31140087,0,211050,211050
31140088,125000,110338,235338
31140089,112035,1026229,1138264
31140090,99800,45490,145290
31140091,30000,208240,238240
31140092,53465,91748,145213
31140093,0,410828,410828
31140094,185000,938718,1123718
31140095,0,454011,454011
31140096,109096,151693,260789
31140097,96835,199974,296809
31140098,148044,231850,379894
31140099,34174,82836,117010
31140100,58781,194762,253543
31140101,0,276521,276521
31140102,0,126784,126784
31140103,0,403448,403448
31140104,60000,222068,282068
31140105,0,326752,326752
31140106,0,296240,296240
31140107,100000,299439,399439
31140108,40000,179356,219356
31140109,0,0,0
31140110,70035,1264860,1334895
31140111,80000,942899,1022899
31140112,35,662437,662472
31140115,57412,1017170,1074582
31140117,28794,22246,51040
31140118,50035,6344,56379
31140119,0,0,0
31140120,0,1023,1023
31140122,20035,564045,584080
31140123,0,92596,92596
31140125,0,0,0
31140127,85000,53739,138739
31140128,0,0,0
31140131,12035,85483,97518
31140132,35,663589,663624
31140133,124574,58579,183153
31140135,35,527334,527369
31140136,176660,862493,1039153
31140138,46209,35623,81832
31140140,144000,41973,185973
31140141,121400,117271,238671
31140142,80550,682864,763414
31140143,35,924376,924411
31140144,0,0,90
31140145,0,0,0
31140146,54535,8246,62781
31140147,68035,38584,106619
31140148,175022,89,175111
31140150,26253,1004537,1030790
31140151,163254,825297,988551
31140152,35,63465,63500
31140153,35,949177,949212
31140154,41945,64377,106322
31140156,8,60185,60193
31140157,84985,4638,89623
31140158,35,74835,74870
31140159,0,884210,884210
31140160,0,0,0
31140162,35,145589,145624
31140165,0,0,0
31140166,46674,18153,64827
31140167,50000,522041,572041
31140168,35,1163962,1163997
31140169,47035,546,47581
31140170,58838,57447,116285
31140171,0,64771,64771
31140172,0,206350,206350
31140173,12000,433825,445825
31140174,50000,31855,81855
31140175,42070,24489,66559
31140176,23800,1005295,1029095
31140177,50000,24426,74426
31140178,46097,975575,1021672
31140181,0,560606,560606
31140183,28000,29526,57526
31140184,72035,35893,107928
31140185,58300,25630,83930
31140186,0,1124220,1124220
31140187,0,0,818481
31140188,0,57929,57929
31140192,35,1046739,1046774
31140194,35,181516,181551
31140197,0,39380,39380
31140198,74307,18250,92557
31140200,0,124668,124668
31140201,0,54066,54066
31140202,25549,491825,517374
31140203,75879,80953,156832
31140204,59535,411717,471252
31140205,0,522201,522201
31140206,0,61188,61188
31140207,35,1059721,1059756
31140208,107377,830330,937707
31140209,50035,38732,88767
31140211,92000,909793,1001793
31140212,80000,453136,533136
31140215,75520,120021,195541
31140217,47000,448,47448
31140218,45705,506090,551795
31140222,0,790129,790129
31140225,60360,931893,992253
31140226,21500,23943,45443
31140227,49470,526594,576064
31140228,70,75966,76036
31140229,35,214371,214406
31140230,0,107392,107392
31140231,45000,88499,133499
31140233,85130,46214,131344
31140235,47475,823411,870886
31140236,0,876241,876241
31140240,22684,39516,62200
31140241,75835,10751,86586
31140242,49935,111677,161612
31140244,32525,197713,230238
31140245,60131,21728,81859
31140246,0,178388,178388
31140248,69070,24439,93509
31140250,98035,497454,595489
31140252,0,84206,84206
31140254,45035,12242,57277
31140256,35,57826,57861
31140257,100035,479444,579479
31140258,70000,18765,88765
31140259,0,515097,515097
31140260,50000,150366,200366
31140261,50000,681079,731079
31140262,0,86967,86967
31140263,50000,587488,637488
31140265,65035,103989,169024
31140268,35,20437,20472
31140269,35,543821,543856
31140270,35,582145,582180
31140272,40070,29703,69773
31140273,0,1060727,1060727
31140275,69335,61750,131085
31140276,35,71800,71835
31140277,0,100000,100000
31140278,105,1001446,1001551
31140279,26703,27579,54282
31140280,15093,47073,62166
31140282,49550,44529,94079
31140283,20000,59577,79577
31140284,0,89930,89930
31140285,50000,104411,154411
31140286,0,60560,60560
31140287,43150,130742,173892
31140288,45000,866669,911669
31140290,0,66179,66179
31140291,3960,714752,718712
31140292,80000,126662,206662
31140293,50000,1025572,1075572
31140294,0,100251,100251
31140295,0,0,0
31140296,52662,83802,136464
31140297,0,0,0
31140298,0,1019662,1019662
31140299,20000,555724,575724
31140300,10035,628969,639004
31140301,0,1029650,1029650
31140302,25000,346658,371658
31140303,0,67385,67385
31140304,20000,61051,81051
31140305,0,172944,172944
31140307,75075,185359,260434
31140308,0,141296,141296
31140309,0,125295,125295
31140310,105077,960225,1065302
31140311,0,1024572,1024572
31140312,40000,482695,522695
31140313,50000,548856,598856
31140314,25000,129427,154427
31140315,62000,48578,110578
31140316,28600,265925,294525
31140317,99000,127191,226191
31140318,161307,86271,247578
31140319,0,88953,88953
31140320,30000,37862,67862
31140321,25000,120686,145686
31140322,25000,102570,127570
31140324,0,0,0
31140326,20070,518917,538987
31140327,35,877045,877080
31140328,105000,836009,941009
31140329,25000,291675,316675
31140330,25000,148555,173555
31140331,61160,42228,103388
31140332,15000,651250,666250
31140333,0,0,0
31140334,20035,258701,278736
31140335,60000,288484,348484
31140336,50000,702694,752694
31140337,35,476831,476866
31140338,75070,216561,291631
31140339,20000,84214,104214
31140340,75000,246611,321611
31140341,0,255520,255520
31140342,40000,62942,102942
31140343,5825,131152,136977
31140344,0,168762,168762
31140345,20035,70072,90107
31140347,70,98498,98568
31140348,0,129238,129238
31140349,0,155341,155341
31140351,127646,307312,434958
31140352,157316,594967,752283
31140353,0,0,0
31140354,75025,534995,610020
31140355,0,0,0
31140356,0,287505,287505
31140358,0,578689,578689
31140359,35035,1103736,1138771
31140360,150000,158912,308912
31140361,20000,82041,102041
31140362,30000,71645,101645
31140363,25000,267142,292142
31140364,50000,113070,163070
31140365,0,209791,209791
31140366,25000,594373,619373
31140367,35,111534,111569
31140369,25035,52083,77118
31140372,0,518272,518272
31140373,0,867118,867118
31140374,88672,531438,620110
31140375,12000,265224,277224
31140376,0,1029720,1029720
31140377,15000,988625,1003625
31140378,0,1072171,1072171
31140379,40000,532657,572657
31140380,0,1027505,1027505
31140381,176000,151155,327155
31140382,115000,66376,181376
31140383,75000,1152009,1227009
31140384,100000,1211224,1311224
31140385,40189,235269,275458
31140386,30000,193683,223683
31140387,70035,130818,200853
31140389,51156,128912,180068
31140390,20000,914633,934633
